Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of calcium ion-dependent exocytosis (GO:0017158)	4/31	0.027048538231495226	0.19847307873900022	0	0	3.8442545109211776	13.878228993074055	SYT1;KCNB1;DOC2B;SYT13
regulation of cellular senescence (GO:2000772)	4/31	0.027048538231495226	0.19847307873900022	0	0	3.8442545109211776	13.878228993074055	RBL1;AKT3;HMGA1;FBXO5
double-strand break repair via nonhomologous end joining (GO:0006303)	6/62	0.027530247406784517	0.19847307873900022	0	0	2.783539532186352	9.999782188208972	BARD1;POLQ;POLA1;NSD2;HMGB2;BRCA1
interleukin-12-mediated signaling pathway (GO:0035722)	5/46	0.02753554447053618	0.19847307873900022	0	0	3.166446934739618	11.374756340478084	STAT4;JAK2;SOD2;LMNB1;JAK1
acidic amino acid transport (GO:0015800)	3/18	0.027671138676751417	0.19847307873900022	0	0	5.185983827493262	18.604018605418847	SLC6A6;SLC25A18;SLC25A12
cellular response to alkaloid (GO:0071312)	3/18	0.027671138676751417	0.19847307873900022	0	0	5.185983827493262	18.604018605418847	BLM;RAD51;TGM2
DNA conformation change (GO:0071103)	3/18	0.027671138676751417	0.19847307873900022	0	0	5.185983827493262	18.604018605418847	TOP2A;HAT1;HMGB2
microtubule depolymerization (GO:0007019)	3/18	0.027671138676751417	0.19847307873900022	0	0	5.185983827493262	18.604018605418847	KIF18A;KIF18B;KIF24
negative regulation of double-strand break repair via homologous recombination (GO:2000042)	3/18	0.027671138676751417	0.19847307873900022	0	0	5.185983827493262	18.604018605418847	POLQ;RMI2;PARPBP
positive regulation of amyloid-beta formation (GO:1902004)	3/18	0.027671138676751417	0.19847307873900022	0	0	5.185983827493262	18.604018605418847	IFNGR1;ROCK2;GSAP
positive regulation of cell cycle phase transition (GO:1901989)	3/18	0.027671138676751417	0.19847307873900022	0	0	5.185983827493262	18.604018605418847	ATAD5;FAM83D;EZH2
prostanoid metabolic process (GO:0006692)	3/18	0.027671138676751417	0.19847307873900022	0	0	5.185983827493262	18.604018605418847	HPGD;ACOX1;CYP2S1
regulation of establishment or maintenance of cell polarity (GO:0032878)	3/18	0.027671138676751417	0.19847307873900022	0	0	5.185983827493262	18.604018605418847	ROCK1;ROCK2;PTK2B
positive regulation of MAPK cascade (GO:0043410)	17/274	0.028240234903252004	0.20210781800517216	0	0	1.7262047291230171	6.157385298672014	FGB;FGA;EDN3;ROCK1;SHC1;ROCK2;PELI2;C5AR1;LPAR1;DAB2IP;IQGAP1;MFHAS1;PTK2B;PDE8A;CD44;EZH2;GSDME
positive regulation of cellular process (GO:0048522)	33/625	0.02853197470202925	0.2037459515065613	0	0	1.4611462761919223	5.196902650587037	SHC1;RTKN2;TTK;TNFRSF11A;CXCL5;CXCL16;RPS6KA3;EXOSC9;CHEK1;SIRPA;PTK2B;FBXO5;IL13RA1;KRT6A;TGM2;LYN;TUB;SPAG5;EDN3;GLP2R;EMP2;PTK6;CDC6;PTK2;GREM1;SLC6A6;SFRP1;ADAM17;PARD3;CDK2;SAA1;BIRC5;EZH2
positive regulation of protein kinase activity (GO:0045860)	11/154	0.029402677078401374	0.20950215184214782	0	0	2.0029343953049676	7.063687745963592	ACE;MMD;DAB2IP;PRKAG2;PTK2B;EMP2;IQGAP1;CLSPN;LRP8;PTK2;EZH2
cell cycle G1/S phase transition (GO:0044843)	6/63	0.029505633959376484	0.20977470459714595	0	0	2.7345630653087385	9.634341635792754	CCNE1;CDK2;E2F1;POLE;CDC25A;PHF8
regulation of DNA binding (GO:0051101)	5/47	0.02990197729774573	0.21126166785547687	0	0	3.0908944658944657	10.84851619540504	CDT1;HJURP;HMGB2;E2F1;JAK2
negative regulation of chemotaxis (GO:0050922)	4/32	0.030029486648185524	0.21126166785547687	0	0	3.706766917293233	12.99435125895042	SEMA4D;SEMA3A;SEMA3E;SEMA3F
regulation of cellular biosynthetic process (GO:0031326)	4/32	0.030029486648185524	0.21126166785547687	0	0	3.706766917293233	12.99435125895042	C3;PRKAG2;SIRPA;JAK2
regulation of centrosome duplication (GO:0010824)	4/32	0.030029486648185524	0.21126166785547687	0	0	3.706766917293233	12.99435125895042	GEN1;STIL;CENPJ;XRCC3
cellular response to tumor necrosis factor (GO:0071356)	13/194	0.030040601135525858	0.21126166785547687	0	0	1.871524318449416	6.560077224211905	TNFSF14;STAT1;DAB2IP;BRCA1;TNFRSF11A;SFRP1;ADAM17;TRAF3;PTK2B;JAK2;TNFRSF21;GSDME;ADAMTS7
protein localization to membrane (GO:0072657)	13/195	0.031137829043597676	0.2141291370227188	0	0	1.861143637782982	6.456924864645542	TMEM150A;ROCK1;KCNB1;ROCK2;RAB3D;EMP2;TTC7A;F11R;NPC1;CDH1;MAP7;PKP2;TSPAN5
peptidyl-serine phosphorylation (GO:0018105)	11/156	0.031893666898082935	0.2141291370227188	0	0	1.9751010053556328	6.804909940596482	RPS6KA3;ROCK1;ROCK2;AKT3;CDK2;MKNK2;ULK2;TTK;CLSPN;MASTL;STK32B
regulation of cell differentiation (GO:0045595)	11/156	0.031893666898082935	0.2141291370227188	0	0	1.9751010053556328	6.804909940596482	GREM1;RPS6KA3;SLC6A6;PHLDB1;EDN3;ROCK1;EMP2;PHLDB2;ALOX15B;PTK2;CLASP1
aspartate family amino acid metabolic process (GO:0009066)	3/19	0.03197185617914338	0.2141291370227188	0	0	4.861607142857143	16.738023622721865	GOT1;SLC25A12;ASS1
regulation of bicellular tight junction assembly (GO:2000810)	3/19	0.03197185617914338	0.2141291370227188	0	0	4.861607142857143	16.738023622721865	ROCK1;ROCK2;F11R
regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	3/19	0.03197185617914338	0.2141291370227188	0	0	4.861607142857143	16.738023622721865	IGFBP5;CILP;IGFBP3
regulation of nervous system process (GO:0031644)	3/19	0.03197185617914338	0.2141291370227188	0	0	4.861607142857143	16.738023622721865	ROCK2;NPTXR;BEGAIN
regulation of vascular endothelial growth factor signaling pathway (GO:1900746)	3/19	0.03197185617914338	0.2141291370227188	0	0	4.861607142857143	16.738023622721865	DAB2IP;XDH;DCN
positive regulation of DNA repair (GO:0045739)	5/48	0.03239261554241957	0.2141291370227188	0	0	3.0188560653676935	10.354147393135513	PCNA;DDX11;TIMELESS;BRCA1;NPAS2
regulation of mitochondrion organization (GO:0010821)	5/48	0.03239261554241957	0.2141291370227188	0	0	3.0188560653676935	10.354147393135513	GOLPH3;RHOT1;STAT2;SQSTM1;PISD
ephrin receptor signaling pathway (GO:0048013)	7/82	0.03308150560826931	0.2141291370227188	0	0	2.425654923215899	8.268526161835313	LYN;ROCK1;ROCK2;ITSN1;EPHB2;PTK2;VAV2
organic acid transport (GO:0015849)	8/100	0.03311960843018744	0.2141291370227188	0	0	2.2609875523567933	7.704608498199428	SLC6A6;SLC7A7;SLC7A8;ACSL1;SLC3A1;SLC1A4;SLC7A11;SLC51B
negative chemotaxis (GO:0050919)	4/33	0.03319674512859769	0.2141291370227188	0	0	3.5787612266741125	12.186767938180768	SEMA4D;SEMA3A;SEMA3E;SEMA3F
neuron projection extension (GO:1990138)	4/33	0.03319674512859769	0.2141291370227188	0	0	3.5787612266741125	12.186767938180768	SEMA3A;ULK2;IQGAP1;SEMA3F
very long-chain fatty acid metabolic process (GO:0000038)	4/33	0.03319674512859769	0.2141291370227188	0	0	3.5787612266741125	12.186767938180768	ACSL1;ELOVL5;ACOX1;ELOVL2
axon extension involved in axon guidance (GO:0048846)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	SEMA3A;SEMA3F
basic amino acid transport (GO:0015802)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	SLC7A7;SLC3A1
DNA damage induced protein phosphorylation (GO:0006975)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	CHEK1;CRY1
entry of bacterium into host cell (GO:0035635)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	CDH1;MET
leukocyte aggregation (GO:0070486)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	SEMA4D;CD44
mitochondrial DNA replication (GO:0006264)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	MGME1;DNA2
myeloid leukocyte mediated immunity (GO:0002444)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	ADAM17;ACE
myoblast migration (GO:0051451)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	ANXA1;ROCK1
negative regulation of monooxygenase activity (GO:0032769)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	ATP2B4;GLA
neuron projection extension involved in neuron projection guidance (GO:1902284)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	SEMA3A;SEMA3F
positive regulation of aspartic-type peptidase activity (GO:1905247)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	LYN;ROCK2
positive regulation of homotypic cell-cell adhesion (GO:0034112)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	F11R;JAK1
positive regulation of peptide secretion (GO:0002793)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	FGB;FGA
positive regulation of vascular associated smooth muscle cell migration (GO:1904754)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	DOCK4;IGFBP5
regulation of apoptotic cell clearance (GO:2000425)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	C3;TGM2
regulation of chemokine (C-C motif) ligand 5 production (GO:0071649)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	OAS3;SIRPA
regulation of collateral sprouting (GO:0048670)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	SEMA4D;ULK2
regulation of Golgi to plasma membrane protein transport (GO:0042996)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	CNST;ACSL3
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	HECW2;CDC6
regulation of nitric oxide metabolic process (GO:0080164)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	SIRPA;JAK2
regulation of protein glycosylation (GO:0060049)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	CHP1;SLC51B
regulation of wound healing, spreading of epidermal cells (GO:1903689)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	PHLDB2;CLASP1
replication fork protection (GO:0048478)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	BLM;TIMELESS
sequestering of BMP from receptor via BMP binding (GO:0038098)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	GREM1;NBL1
somatic hypermutation of immunoglobulin genes (GO:0016446)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	MSH6;POLQ
store-operated calcium entry (GO:0002115)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	STIM1;ORAI2
T cell mediated cytotoxicity (GO:0001913)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	CADM1;EMP2
telomeric D-loop disassembly (GO:0061820)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	RECQL4;BLM
tyrosine phosphorylation of STAT protein (GO:0007260)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	PTK6;JAK2
wound healing, spreading of epidermal cells (GO:0035313)	2/8	0.033420525395896274	0.2141291370227188	0	0	8.635711081202333	29.349198446606792	ADAM17;ITGA5
cellular response to growth factor stimulus (GO:0071363)	11/158	0.03453107298109341	0.2208081629284119	0	0	1.9480249865613821	6.55684891442693	SFRP1;ANXA1;SHC1;CILP;KIDINS220;DAB2IP;IQGAP1;PTPN12;PDE8A;CD44;ADAMTS7
positive regulation of protein localization to membrane (GO:1905477)	8/101	0.03484509681443121	0.22237756667792516	0	0	2.236559139784946	7.507777547292484	MTCL1;KCNB1;E2F1;ATP2B4;CHP1;EPHB2;SLC51B;SQSTM1
adherens junction organization (GO:0034332)	5/49	0.0350089028900156	0.22298401408532528	0	0	2.9500921375921374	9.88915985987542	CDH6;CADM1;CDH1;VCL;CDH19
positive regulation of cell cycle (GO:0045787)	6/66	0.035981282031400684	0.22837653794429316	0	0	2.5974289580514207	8.635818601998112	CCND3;ADAM17;CHEK1;USP2;PTK6;TTL
neural tube closure (GO:0001843)	4/34	0.03655143528414225	0.22837653794429316	0	0	3.459289248762933	11.446908592165922	STIL;VANGL2;KDM2B;LMO4
protein localization to chromosome (GO:0034502)	4/34	0.03655143528414225	0.22837653794429316	0	0	3.459289248762933	11.446908592165922	MSH2;MCM8;RPA1;HASPIN
regulation of amyloid-beta formation (GO:1902003)	4/34	0.03655143528414225	0.22837653794429316	0	0	3.459289248762933	11.446908592165922	ROCK1;ROCK2;IFNGR1;GSAP
energy reserve metabolic process (GO:0006112)	3/20	0.03660004434691345	0.22837653794429316	0	0	4.575392421119391	15.134052171742175	PPP1R3C;PRKAG2;PHKA1
establishment of epithelial cell polarity (GO:0090162)	3/20	0.03660004434691345	0.22837653794429316	0	0	4.575392421119391	15.134052171742175	GOLPH3;PARD3;CLASP1
granulocyte differentiation (GO:0030851)	3/20	0.03660004434691345	0.22837653794429316	0	0	4.575392421119391	15.134052171742175	CDK2;E2F1;DEK
microtubule nucleation (GO:0007020)	3/20	0.03660004434691345	0.22837653794429316	0	0	4.575392421119391	15.134052171742175	CENPJ;TUBGCP3;CLASP1
nucleobase-containing compound biosynthetic process (GO:0034654)	3/20	0.03660004434691345	0.22837653794429316	0	0	4.575392421119391	15.134052171742175	POLD3;GMPR;TYMS
positive regulation of hormone secretion (GO:0046887)	3/20	0.03660004434691345	0.22837653794429316	0	0	4.575392421119391	15.134052171742175	FGB;FGA;EDN3
positive regulation of cell growth (GO:0030307)	8/102	0.03663041324214449	0.22837653794429316	0	0	2.212650480672075	7.316961701858519	RPS6KA3;ADAM17;SFRP1;SYT1;SEMA4D;EXOSC9;L1CAM;CXCL16
organic hydroxy compound biosynthetic process (GO:1901617)	5/50	0.03775208342681445	0.23491795483633868	0	0	2.8843843843843846	9.451304466712465	PNPO;PRKAG2;HSD17B4;OSBPL1A;ALOX15B
epithelium development (GO:0060429)	9/122	0.03875440321845748	0.23804146311686677	0	0	2.0714457483647557	6.7332569800778455	KANK2;STIL;PCNA;STAT1;TIMELESS;RHCG;JAK2;VCL;KRT6A
negative regulation of cell cycle G1/S phase transition (GO:1902807)	4/35	0.04009422203553021	0.23804146311686677	0	0	3.3475251403944104	10.767391754250237	KANK2;WEE1;RBL1;E2F7
negative regulation of epithelial cell migration (GO:0010633)	4/35	0.04009422203553021	0.23804146311686677	0	0	3.3475251403944104	10.767391754250237	DAB2IP;PTPRM;DCN;PTPRG
regulation of insulin secretion (GO:0050796)	8/104	0.04038338555417909	0.23804146311686677	0	0	2.1663274536408865	6.952474476873833	GLUD1;SNAP25;SFRP1;KCNB1;ACSL4;DOC2B;SLC8B1;AACS
regulation of anatomical structure morphogenesis (GO:0022603)	9/123	0.040495741742483854	0.23804146311686677	0	0	2.0531679061784898	6.583602904078187	PHLDB1;SFRP1;SPARC;SEMA4D;HECW2;STAT2;EMP2;PHLDB2;CLASP1
gonad development (GO:0008406)	5/51	0.040623201840149115	0.23804146311686677	0	0	2.821533490011751	9.038545249105802	NUP107;MSH2;BASP1;NCOA4;NR0B1
inositol lipid-mediated signaling (GO:0048017)	5/51	0.040623201840149115	0.23804146311686677	0	0	2.821533490011751	9.038545249105802	PLCB4;PITPNM2;PLCL2;PIK3C2B;KCNH1
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	5/51	0.040623201840149115	0.23804146311686677	0	0	2.821533490011751	9.038545249105802	MSH6;MSH2;E2F1;AEN;BRCA1
negative regulation of protein ubiquitination (GO:0031397)	5/51	0.040623201840149115	0.23804146311686677	0	0	2.821533490011751	9.038545249105802	IVNS1ABP;CRY1;CHP1;FBXO5;SQSTM1
regulation of epithelial cell migration (GO:0010632)	5/51	0.040623201840149115	0.23804146311686677	0	0	2.821533490011751	9.038545249105802	DAB2IP;EMP2;CLASP1;PTK2;PTPRG
canonical Wnt signaling pathway (GO:0060070)	6/68	0.04076761259192236	0.23804146311686677	0	0	2.513379021345323	8.042479397767789	SFRP4;SFRP1;FRZB;FZD4;SFRP5;TCF7
axon guidance (GO:0007411)	13/203	0.040979902392231926	0.23804146311686677	0	0	1.7820319240724762	5.693010196088739	SEMA4D;SHC1;SEMA3A;LAMA3;PTPRM;VSTM2L;SEMA3E;UNC5D;SEMA3F;L1CAM;PTK2;RAP1GAP;EPHB2
proteolysis (GO:0006508)	17/287	0.041045696950296535	0.23804146311686677	0	0	1.6419668294668295	5.242913830743271	GGT5;SRGN;CPB2;ACE;DESI1;PCSK6;LRP8;SENP1;BACE1;ADAM17;CTSL;ANPEP;FBXO3;LONP2;ATG4A;CPA4;ADAMTS7
positive regulation of endothelial cell migration (GO:0010595)	7/86	0.0412630214133998	0.23804146311686677	0	0	2.3023566944530205	7.339426297972561	ADAM17;SPARC;ROCK2;AKT3;ATOH8;PTK2B;MET
regulation of Ras protein signal transduction (GO:0046578)	7/86	0.0412630214133998	0.23804146311686677	0	0	2.3023566944530205	7.339426297972561	KANK2;LYN;SHC1;DAB2IP;EPHB2;JAK2;SQSTM1
negative regulation of small GTPase mediated signal transduction (GO:0051058)	3/21	0.041551501865852464	0.23804146311686677	0	0	4.3209793351302785	13.744264455677229	DAB2IP;EPHB2;CGNL1
positive regulation of smoothened signaling pathway (GO:0045880)	3/21	0.041551501865852464	0.23804146311686677	0	0	4.3209793351302785	13.744264455677229	TEDC2;SFRP1;TUBD1
actin-mediated cell contraction (GO:0070252)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	ACTC1;EMP2
alpha-amino acid biosynthetic process (GO:1901607)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	SDS;CPS1
astral microtubule organization (GO:0030953)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	CENPJ;CLASP1
bone resorption (GO:0045453)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	RAB3D;PTK2B
cellular response to interleukin-9 (GO:0071355)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	STAT1;JAK1
collagen-activated signaling pathway (GO:0038065)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	UBASH3B;ITGA11
cytolysis by host of symbiont cells (GO:0051838)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	APOL1;KRT6A
cytolysis in other organism involved in symbiotic interaction (GO:0051801)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	APOL1;KRT6A
DNA topological change (GO:0006265)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	TOP2A;HMGB2
interleukin-23-mediated signaling pathway (GO:0038155)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	STAT4;JAK2
interleukin-9-mediated signaling pathway (GO:0038113)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	STAT1;JAK1
L-ascorbic acid metabolic process (GO:0019852)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	CYB5A;CYB5R3
L-phenylalanine metabolic process (GO:0006558)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	HGD;KYAT1
negative regulation of biomineralization (GO:0110150)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	ROCK1;ROCK2
negative regulation of leukocyte proliferation (GO:0070664)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	GREM1;LYN
negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	GREM1;PMEPA1
peripheral nervous system axon ensheathment (GO:0032292)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	PARD3;ADGRG6
peroxisome fission (GO:0016559)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	PEX11A;PEX11B
plasminogen activation (GO:0031639)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	FGB;FGA
positive regulation of blood pressure (GO:0045777)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	ACE;SPX
positive regulation of chromatin binding (GO:0035563)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	CDT1;DDX11
positive regulation of synapse maturation (GO:0090129)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	DAB2IP;ADGRL1
protein K6-linked ubiquitination (GO:0085020)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	BARD1;BRCA1
purine nucleobase metabolic process (GO:0006144)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	PRPS1;GMPS
regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902959)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	LYN;ROCK2
regulation of DNA-templated transcription in response to stress (GO:0043620)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	RPS6KA3;MUC1
regulation of endothelial cell differentiation (GO:0045601)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	ATOH8;XDH
regulation of mitotic centrosome separation (GO:0046602)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	CHEK1;NEK2
regulation of vesicle fusion (GO:0031338)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	ANXA1;DOC2B
response to type I interferon (GO:0034340)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	SMPD1;IFIT1
Schwann cell development (GO:0014044)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	PARD3;ADGRG6
somatic recombination of immunoglobulin genes involved in immune response (GO:0002204)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	MSH6;MSH2
sympathetic ganglion development (GO:0061549)	2/9	0.041925254608183506	0.23804146311686677	0	0	7.40165352816766	23.47705981902943	SEMA3A;SEMA3F
negative regulation of cell migration (GO:0030336)	10/144	0.04318051518981139	0.24458690990345316	0	0	1.9414153721189968	6.100637507255306	SFRP1;IGFBP5;CDH1;IGFBP3;DAB2IP;PHLDB2;ALOX15B;VCL;CLASP1;PTPRG
cellular response to calcium ion (GO:0071277)	6/69	0.04330440662695315	0.24458690990345316	0	0	2.4733552419614666	7.765100957395298	SYT1;SMPD1;ALOX5AP;IQGAP1;SYT13;KCNH1
peptidyl-tyrosine phosphorylation (GO:0018108)	6/69	0.04330440662695315	0.24458690990345316	0	0	2.4733552419614666	7.765100957395298	LYN;PTK2B;PTK6;EPHB2;JAK2;PTK2
positive regulation of protein localization to plasma membrane (GO:1903078)	5/52	0.043623104206670316	0.24496847254744614	0	0	2.7613571017826337	8.649035333776451	CNST;ATP2B4;ACSL3;EPHB2;SQSTM1
neutrophil mediated immunity (GO:0002446)	26/488	0.04368248378706845	0.24496847254744614	0	0	1.4709523207436976	4.605269419765211	SERPINA3;SNAP25;B4GALT1;ROCK1;RAB3D;C5AR1;IQGAP1;IQGAP2;C3;DSN1;CYB5R3;ANPEP;SIRPA;STOM;CD59;METTL7A;MANBA;ACE;TUBB;NBEAL2;PRDX6;ADAM17;S100P;GLA;CD44;VCL
negative regulation of cellular protein localization (GO:1903828)	4/36	0.04382532821638457	0.24496847254744614	0	0	3.2427462887989202	10.141829620301927	CDT1;MFHAS1;LEPROT;ROCK2
platelet aggregation (GO:0070527)	4/36	0.04382532821638457	0.24496847254744614	0	0	3.2427462887989202	10.141829620301927	FGB;FGA;UBASH3B;VCL
regulation of embryonic development (GO:0045995)	4/36	0.04382532821638457	0.24496847254744614	0	0	3.2427462887989202	10.141829620301927	PHLDB1;PHLDB2;CLASP1;B4GALT5
regulation of microtubule-based process (GO:0032886)	4/36	0.04382532821638457	0.24496847254744614	0	0	3.2427462887989202	10.141829620301927	PHLDB1;ROCK1;PHLDB2;CLASP1
regulation of protein secretion (GO:0050708)	9/125	0.04413546344534029	0.2462774053180606	0	0	2.0175576274362816	6.295771749851697	UNC13B;FGB;SNAP25;FGA;GOLPH3;KCNB1;SAA1;STXBP5;SLC8B1
protein processing (GO:0016485)	8/106	0.044383855223289644	0.24723790143282648	0	0	2.1218951624068896	6.60944773567077	SRGN;BACE1;ADAM17;CTSL;C1RL;LONP2;PCSK6;VSIR
positive regulation of cell migration (GO:0030335)	16/269	0.04502682185635523	0.25038929066604404	0	0	1.6484327981912523	5.110960822720803	SEMA4D;ROCK2;SEMA3A;DAB2IP;SEMA3E;SEMA3F;SOD2;PTK2;VSIR;CXCL16;ADAM17;CCN4;PTK2B;FBXO5;EPHB2;CLASP1
positive regulation of neuron projection development (GO:0010976)	7/88	0.04580574015307323	0.25414835029933014	0	0	2.2452741811368733	6.922956861890073	LYN;CUX2;KIDINS220;DAB2IP;PTK2B;PTK6;LRP8
cellular response to light stimulus (GO:0071482)	6/70	0.04593798065250076	0.25414835029933014	0	0	2.434582205683356	7.49964049972284	PCNA;OPN3;SMPD1;PDE6A;CDC25A;RHNO1
positive regulation of cell-substrate adhesion (GO:0010811)	6/70	0.04593798065250076	0.25414835029933014	0	0	2.434582205683356	7.49964049972284	FGB;FGA;SFRP1;PTK2B;EMP2;JAK2
synapse organization (GO:0050808)	9/126	0.04603486725079017	0.25425049340214945	0	0	2.0002090301003346	6.157355840911976	UNC13B;SDK1;FARP1;CDH1;C5AR1;NRCAM;SEMA3E;L1CAM;SDK2
regulation of MAPK cascade (GO:0043408)	11/166	0.04661688425401689	0.25554446907300876	0	0	1.8467082710732179	5.661624330996972	LYN;GREM1;ROCK1;SHC1;ROCK2;PELI2;LPAR1;DAB2IP;IQGAP1;FAM83D;GSDME
amino acid import (GO:0043090)	3/22	0.04682091752910771	0.25554446907300876	0	0	4.093346573982125	12.531474436458081	SLC6A6;SLC7A8;SFXN3
fatty-acyl-CoA metabolic process (GO:0035337)	3/22	0.04682091752910771	0.25554446907300876	0	0	4.093346573982125	12.531474436458081	HSD17B4;ACSL4;ACSL3
microglial cell activation (GO:0001774)	3/22	0.04682091752910771	0.25554446907300876	0	0	4.093346573982125	12.531474436458081	IFNGR1;C5AR1;JAK2
negative regulation of B cell activation (GO:0050869)	3/22	0.04682091752910771	0.25554446907300876	0	0	4.093346573982125	12.531474436458081	LYN;SFRP1;TNFRSF21
negative regulation of protein dephosphorylation (GO:0035308)	3/22	0.04682091752910771	0.25554446907300876	0	0	4.093346573982125	12.531474436458081	MFHAS1;CRY2;MASTL
regulation of chromosome organization (GO:0033044)	3/22	0.04682091752910771	0.25554446907300876	0	0	4.093346573982125	12.531474436458081	CDT1;CENPV;RMI2
